# diffReps version: 1.55.4
## Parameter Settings ##
# Treatment files: output/filtered/DKO_CTCF_rep1.04_rm.bam.bed	output/filtered/DKO_CTCF_rep2.04_rm.bam.bed
# Control files: output/filtered/HCT116_CTCF_rep1.04_rm.bam.bed	output/filtered/HCT116_CTCF_rep2.04_rm.bam.bed	output/filtered/HCT116_CTCF_rep3.04_rm.bam.bed
# Treatment background: None Specified
# Control background: None Specified
# Output file: output/diffreps/report_win200_p0.0001.txt
# Statistical Test: Negative Binomial
# Use robust estimation: yes
# Number of deviation cutoff: 2
# Alpha in right-trimmed mean: 0.05
# P-value cutoff: 0.0001
# Window size: 200
# Step size: 20
# Gap size: 0
# Fragment size: 115
# Number of processors used: 20
# Full command used: /cm/shared/apps/perl5/bin/diffReps.pl --control output/filtered/HCT116_CTCF_rep1.04_rm.bam.bed output/filtered/HCT116_CTCF_rep2.04_rm.bam.bed output/filtered/HCT116_CTCF_rep3.04_rm.bam.bed --treatment output/filtered/DKO_CTCF_rep1.04_rm.bam.bed output/filtered/DKO_CTCF_rep2.04_rm.bam.bed --report output/diffreps/report_win200_p0.0001.txt --gname hg19 --meth nb --frag 115 --nproc 20 --window 200 --pval 0.0001 --noanno --nohs
# Split BED files done in 51 seconds.
# Estimate mean and deviation for read counts done in 232 seconds
## Important values estimated from data ##
# Read count statistics based on bin size: 200
# Treatment count mean: 0.43	0.34
# Control count mean: 0.55	0.61	0.39
# Treatment count deviation: 0.64	0.51
# Control count deviation: 0.82	0.90	0.57
# Treatment normalization constant: 0.85	0.73
# Control normalization constant: 1.10	1.70	0.92
## FDR control information ##
# Genome coverage for windows that passed cutoff: 179675820
# N used in BH adjustment: 898379
# Detecting differential sites done in 368 seconds
Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Treatment.avg	Control.avg	Treatment.enr	Control.enr	Event	log2FC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr2	46318101	46318480	380	29.36;23.40	4.55;8.80;13.08	26.38	8.81	NA	NA	Up	1.58	5.67087059098884e-06	0.000803183202059272	46318261	46318460	2.68	1.22743128756782e-06	0.000189840941954445
chr2	46579841	46580120	280	11.75;17.90	4.55;2.35;2.18	14.82	3.03	NA	NA	Up	2.29	7.00232419875449e-06	0.000958954422462326	46579881	46580080	2.38	2.47605121490636e-06	0.000350359491950915
chr2	46656041	46656280	240	7.05;5.51	0.00;0.59;1.09	6.28	0.56	NA	NA	Up	3.49	6.5296652982666e-05	0.00553168596158744	46656081	46656280	inf	5.07411288493241e-05	0.00420768700789487
chr2	47216041	47216400	360	35.24;30.28	15.47;10.56;13.08	32.76	13.04	NA	NA	Up	1.33	3.80666766032581e-06	0.000578651486635506	47216181	47216380	1.72	3.79151298774675e-07	6.85631168763876e-05
chr2	47233761	47234060	300	17.62;22.03	4.55;5.87;6.54	19.82	5.65	NA	NA	Up	1.81	6.32315083140241e-06	0.000878138603738895	47233841	47234040	2.32	1.77622525577651e-06	0.000258207681077548
chr2	47261261	47261540	280	61.08;50.93	24.58;28.76;30.52	56.00	27.95	NA	NA	Up	1.00	2.2605875445695e-05	0.00249124678324681	47261261	47261460	1.12	5.7734407995287e-06	0.000700153613936257
chr2	47296901	47297100	200	7.05;2.75	0.00;0.00;0.00	4.90	0.00	NA	NA	Up	inf	5.40321669319253e-05	0.00480845607688322	47296901	47297100	inf	5.40321669319253e-05	0.00436601583883218
chr2	47315541	47315880	340	24.67;41.30	19.12;9.98;13.08	32.98	14.06	NA	NA	Up	1.23	2.48208861894694e-05	0.00267461560898176	47315581	47315780	1.36	4.7776463139509e-06	0.000606480514490076
chr2	47402861	47403060	200	8.22;9.64	1.82;1.17;2.18	8.93	1.72	NA	NA	Up	2.37	3.7439760593163e-05	0.00370306903795717	47402861	47403060	2.37	3.7439760593163e-05	0.0033252944979046
chr2	47745921	47746240	320	10.57;4.13	0.00;0.59;0.00	7.35	0.20	NA	NA	Up	5.23	6.02995037039558e-06	0.000844982184340291	47745961	47746160	inf	6.28049713116516e-07	0.00010442840518599
chr2	47748021	47748740	720	34.06;27.53	0.91;1.76;0.00	30.80	0.89	NA	NA	Up	5.11	1.78933878884692e-09	5.31346665978693e-06	47748241	47748440	inf	4.98417163795359e-09	2.83803612550697e-06
chr2	48772361	48772840	480	48.16;41.30	8.19;5.87;7.63	44.73	7.23	NA	NA	Up	2.63	1.51837699094983e-09	5.31346665978693e-06	48772501	48772700	2.85	2.60708520091278e-09	2.83803612550697e-06
chr2	48793781	48794120	340	27.01;23.40	2.73;1.76;13.08	25.21	5.86	NA	NA	Up	2.11	9.97138431228574e-06	0.00129134817170058	48793881	48794080	3.49	1.28569028291737e-08	4.13399123363287e-06
chr2	49644101	49644300	200	2.35;8.26	0.00;0.00;0.00	5.30	0.00	NA	NA	Up	inf	2.78572118551423e-05	0.00292637209181605	49644101	49644300	inf	2.78572118551423e-05	0.00260284286315246
chr2	49998001	49998360	360	22.32;28.91	4.55;3.52;13.08	25.61	7.05	NA	NA	Up	1.86	1.23603222777571e-05	0.00152405352286154	49998041	49998240	2.27	3.56503644768024e-08	8.90148382109653e-06
chr2	50571701	50572020	320	30.54;30.28	5.46;5.28;16.35	30.41	9.03	NA	NA	Up	1.75	1.33941365022011e-05	0.00162388811831457	50571741	50571940	1.95	2.18948565287141e-08	6.10974984700084e-06
chr2	51013641	51013840	200	2.35;0.00	8.19;11.74;11.99	1.17	10.64	NA	NA	Down	-3.18	8.28383727159254e-05	0.00660323632746257	51013641	51013840	-3.18	8.28383727159254e-05	0.00617401522221992
chr2	51732721	51733020	300	23.49;12.39	4.55;4.11;3.27	17.94	3.98	NA	NA	Up	2.17	2.21498966891188e-06	0.000363492777684486	51732741	51732940	2.29	8.7799825784987e-07	0.000140351458521158
chr2	54310201	54310540	340	11.75;11.01	1.82;1.17;2.18	11.38	1.72	NA	NA	Up	2.72	4.07098247906147e-06	0.000611653490549141	54310261	54310460	3.55	2.38380198434499e-07	4.53131304188129e-05
chr2	54887901	54888420	520	32.89;30.28	0.91;1.76;4.36	31.59	2.34	NA	NA	Up	3.75	3.62331231547004e-09	5.31346665978693e-06	54888141	54888340	3.23	3.68458324448799e-09	2.83803612550697e-06
chr2	55224861	55225360	500	35.24;41.30	1.82;1.17;3.27	38.27	2.09	NA	NA	Up	4.20	3.07040396801608e-09	5.31346665978693e-06	55225041	55225240	4.78	3.06417915719873e-09	2.83803612550697e-06
chr2	55450401	55450740	340	11.75;5.51	0.91;0.00;0.00	8.63	0.30	NA	NA	Up	4.83	7.47493260915022e-07	0.000143951178616844	55450481	55450680	inf	8.12373511871839e-08	1.77744594062813e-05
chr2	55718981	55719280	300	4.70;13.77	1.82;1.76;0.00	9.23	1.19	NA	NA	Up	2.95	2.53686861127022e-05	0.00272615967239753	55719061	55719260	3.41	5.32839307015146e-06	0.000654307878344669
chr2	56407321	56407520	200	11.75;12.39	3.64;1.76;2.18	12.07	2.53	NA	NA	Up	2.26	1.7764637983598e-05	0.00203101101803759	56407321	56407520	2.26	1.7764637983598e-05	0.00177663104630733
chr2	56412761	56412980	220	3.52;0.00	16.39;14.08;10.90	1.76	13.79	NA	NA	Down	-2.97	3.70839546648427e-05	0.00369228040649969	56412781	56412980	-2.95	4.09260987537419e-05	0.00358808896967775
chr2	56666781	56667100	320	7.05;5.51	0.00;1.17;1.09	6.28	0.75	NA	NA	Up	3.06	8.44692986714672e-05	0.00660323632746257	56666881	56667080	inf	1.5710516740983e-05	0.00159800158900048
chr2	57928721	57929000	280	8.22;8.26	0.91;0.59;2.18	8.24	1.23	NA	NA	Up	2.75	7.09249261710633e-05	0.00586896582775787	57928741	57928940	2.64	4.49244271016844e-05	0.00386013047166831
chr2	58706761	58707000	240	7.05;8.26	1.82;0.59;0.00	7.65	0.80	NA	NA	Up	3.25	2.62753809525016e-05	0.00278878259644129	58706781	58706980	3.82	1.03700240185645e-05	0.00113456017782332
chr2	59981441	59981800	360	22.32;15.14	3.64;5.28;3.27	18.73	4.06	NA	NA	Up	2.20	7.69319862898053e-07	0.000147648111324608	59981581	59981780	2.30	7.22487907073341e-07	0.000118050855187591
chr2	60016621	60017080	460	17.62;13.77	0.00;2.35;2.18	15.69	1.51	NA	NA	Up	3.38	8.61020053049217e-09	5.70937961772131e-06	60016761	60016960	4.06	6.02385639316869e-09	2.84676806030431e-06
chr2	60513361	60513620	260	9.40;5.51	1.82;0.59;0.00	7.45	0.80	NA	NA	Up	3.21	3.89253621366752e-05	0.00382978073715739	60513361	60513560	3.78	1.03671799427699e-05	0.00113456017782332
chr2	60522761	60523180	420	27.01;26.15	2.73;5.28;9.81	26.58	5.94	NA	NA	Up	2.16	7.43216189077602e-09	5.44608333382828e-06	60522901	60523100	2.64	5.58137479213094e-09	2.83803612550697e-06
chr2	60545601	60546000	400	23.49;15.14	1.82;1.17;0.00	19.32	1.00	NA	NA	Up	4.27	4.67279794822027e-08	1.62459115631741e-05	60545621	60545820	inf	4.4598865444623e-09	2.83803612550697e-06
chr2	61990781	61990980	200	14.09;6.88	1.82;1.17;3.27	10.49	2.09	NA	NA	Up	2.33	4.42384881037962e-05	0.0042702190506286	61990781	61990980	2.33	4.42384881037962e-05	0.00384882129616505
chr2	62526901	62527200	300	16.44;12.39	30.95;32.86;37.06	14.42	33.62	NA	NA	Down	-1.22	0.000469082493140332	0.0339247996381354	62526901	62527100	-1.52	5.86908464681617e-05	0.00466277183933681
chr2	63265241	63265460	220	3.52;9.64	0.00;1.17;0.00	6.58	0.39	NA	NA	Up	4.07	7.13395844506265e-05	0.00589387387706174	63265241	63265440	4.07	7.13395844506265e-05	0.00542905417527907
chr2	63274641	63274980	340	14.09;5.51	0.91;0.00;1.09	9.80	0.67	NA	NA	Up	3.88	3.55530355614737e-07	7.66869160496547e-05	63274681	63274880	3.68	9.10823570037478e-07	0.000144671988689303
chr2	63281261	63281700	440	22.32;24.78	1.82;0.00;5.45	23.55	2.42	NA	NA	Up	3.28	1.53972588936202e-08	7.62966025791046e-06	63281441	63281640	4.56	9.28756365315667e-09	3.31364263191391e-06
chr2	63636021	63636400	380	12.92;17.90	1.82;0.59;3.27	15.41	1.89	NA	NA	Up	3.03	1.9498527364478e-08	8.81140217060985e-06	63636081	63636280	3.46	2.05337213906394e-08	5.80461425084997e-06
chr2	64555121	64555460	340	35.24;26.15	9.10;8.80;15.26	30.70	11.06	NA	NA	Up	1.47	1.30163534116594e-06	0.000231556803200261	64555141	64555340	1.60	9.29456168698953e-07	0.000147396982061712
chr2	64782781	64783140	360	7.05;2.75	30.04;27.58;21.80	4.90	26.47	NA	NA	Down	-2.43	1.26444662693057e-06	0.000225745686855178	64782841	64783040	-3.03	3.45565621741027e-09	2.83803612550697e-06
chr2	64836321	64837120	800	81.04;59.19	2.73;1.76;6.54	70.12	3.68	NA	NA	Up	4.25	6.17928686629337e-06	0.000863081709523285	64836561	64836760	4.91	2.06155147338889e-09	2.83803612550697e-06
chr2	64849541	64849800	260	10.57;13.77	2.73;0.59;4.36	12.17	2.56	NA	NA	Up	2.25	1.28146261138943e-05	0.00156716457848819	64849601	64849800	2.40	1.37488119614301e-05	0.00144278050941451
chr2	64882401	64882680	280	3.52;5.51	20.03;19.95;27.25	4.51	22.41	NA	NA	Down	-2.31	1.31060041460193e-05	0.00159844676876143	64882441	64882640	-2.35	6.921517047793e-06	0.000820335826369292
chr2	64994981	64995200	220	8.22;11.01	0.91;0.59;4.36	9.62	1.95	NA	NA	Up	2.30	5.35208617456644e-05	0.00480820182542082	64994981	64995180	2.49	2.3753137229037e-05	0.00227716369148008
chr2	65058121	65058380	260	17.62;9.64	4.55;3.52;2.18	13.63	3.42	NA	NA	Up	2.00	6.09932233844073e-05	0.00529484837981825	65058121	65058320	2.58	1.8593545233736e-05	0.00183571881109775
chr2	65092821	65093080	260	81.04;99.11	28.22;17.61;52.32	90.08	32.71	NA	NA	Up	1.46	2.39707660890544e-05	0.00259487081194344	65092841	65093040	1.51	1.40805103451065e-05	0.00147225730951192
chr2	65096341	65096660	320	10.57;9.64	1.82;1.17;2.18	10.10	1.72	NA	NA	Up	2.55	1.22426231331169e-05	0.00151242297733481	65096381	65096580	3.04	4.8409216928304e-07	8.30901508509877e-05
chr2	65357301	65357740	440	35.24;27.53	10.01;8.22;8.72	31.38	8.98	NA	NA	Up	1.80	1.44364007268013e-08	7.29845765252842e-06	65357481	65357680	1.89	3.37359897560339e-08	8.49582833634012e-06
chr2	65659341	65659540	200	8.22;4.13	0.00;0.00;1.09	6.18	0.36	NA	NA	Up	4.09	4.63434845039278e-05	0.00440338585564825	65659341	65659540	4.09	4.63434845039278e-05	0.00397384874154378
chr2	66672961	66673260	300	4.70;12.39	1.82;2.35;0.00	8.54	1.39	NA	NA	Up	2.62	0.000191992285968037	0.0141031756235224	66673041	66673240	3.41	5.32839307015146e-06	0.000654307878344669
chr2	66802421	66802820	400	7.05;22.03	1.82;0.00;0.00	14.54	0.61	NA	NA	Up	4.58	3.1643990888026e-08	1.23418256787334e-05	66802541	66802740	inf	1.06213158375899e-08	3.60482323417384e-06
chr2	66814321	66814760	440	21.14;11.01	3.64;2.93;3.27	16.08	3.28	NA	NA	Up	2.29	1.77076814590636e-06	0.000298353510155891	66814481	66814680	2.44	2.10899062311959e-06	0.000301988027894096
chr2	67210401	67210720	320	7.05;9.64	1.82;0.59;0.00	8.34	0.80	NA	NA	Up	3.38	4.48773097144933e-06	0.00065998137208837	67210521	67210720	3.39	6.52996226986024e-05	0.0050362827204227
chr2	67275601	67275800	200	16.44;12.39	2.73;4.11;6.54	14.42	4.46	NA	NA	Up	1.69	7.43982723792389e-05	0.00611204652559262	67275601	67275800	1.69	7.43982723792389e-05	0.00564692258349236
chr2	67442401	67442820	420	41.11;49.56	7.28;5.87;23.98	45.33	12.38	NA	NA	Up	1.87	3.4646623999227e-06	0.000531974011652735	67442541	67442740	2.32	1.94978439454096e-08	5.57913355851174e-06
chr2	67704261	67704460	200	7.05;5.51	0.00;1.76;0.00	6.28	0.59	NA	NA	Up	3.42	8.44675754412645e-05	0.00660323632746257	67704261	67704460	3.42	8.44675754412645e-05	0.00617401522221992
chr2	68245901	68246340	440	17.62;27.53	6.37;1.76;3.27	22.57	3.80	NA	NA	Up	2.57	1.33497247935257e-07	3.42073942107325e-05	68245961	68246160	2.92	1.11938504454889e-08	3.73285826628355e-06
chr2	68971701	68972100	400	17.62;15.14	0.91;1.17;2.18	16.38	1.42	NA	NA	Up	3.53	7.26034224458202e-09	5.42476004228445e-06	68971861	68972060	5.11	6.76625027577968e-09	2.95046184519345e-06
chr2	69039421	69039780	360	10.57;13.77	2.73;1.17;2.18	12.17	2.03	NA	NA	Up	2.58	1.3960180720343e-06	0.000244951820221896	69039481	69039680	4.12	2.22762655741758e-08	6.17861351968586e-06
chr2	69127601	69127980	380	15.27;8.26	0.91;0.59;2.18	11.76	1.23	NA	NA	Up	3.26	1.13677167099349e-07	3.0116537806413e-05	69127681	69127880	4.24	6.05608217499428e-08	1.38157873242488e-05
chr2	69128261	69128700	440	17.62;33.04	4.55;4.69;10.90	25.33	6.72	NA	NA	Up	1.92	2.11128564818008e-07	4.93042549863887e-05	69128321	69128520	2.15	2.17709783372379e-07	4.20614833282353e-05
chr2	69470921	69471120	200	10.57;4.13	1.82;1.17;0.00	7.35	1.00	NA	NA	Up	2.88	8.56656085167448e-05	0.00668173152575661	69470921	69471120	2.88	8.56656085167448e-05	0.006253874834525
chr2	70290161	70290520	360	7.05;17.90	1.82;2.35;0.00	12.47	1.39	NA	NA	Up	3.17	1.22195204182341e-06	0.000221058407849633	70290241	70290440	4.01	7.38887212827968e-08	1.63417186596883e-05
chr2	70563681	70563940	260	18.79;22.03	7.28;5.87;6.54	20.41	6.56	NA	NA	Up	1.64	1.32675751697137e-05	0.0016117755488576	70563721	70563920	1.70	1.45878359640529e-05	0.00151402558751732
chr2	70592321	70592520	200	8.22;4.13	0.00;0.59;1.09	6.18	0.56	NA	NA	Up	3.47	9.98911830150761e-05	0.00757236866980855	70592321	70592520	3.47	9.98911830150761e-05	0.00716087943711308
chr2	70613101	70613520	420	17.62;24.78	1.82;0.59;5.45	21.20	2.62	NA	NA	Up	3.02	9.21452768240611e-08	2.59015587133677e-05	70613221	70613420	3.30	1.47526897407885e-08	4.58281696287684e-06
chr2	70995121	70995760	640	119.80;123.89	2.73;2.35;1.09	121.85	2.06	NA	NA	Up	5.89	8.32504423418165e-08	2.40793461495811e-05	70995481	70995680	inf	1.80901790904438e-09	2.83803612550697e-06
chr2	71065341	71065560	220	5.87;4.13	0.00;0.00;0.00	5.00	0.00	NA	NA	Up	inf	5.07411288493241e-05	0.00465021738687474	71065341	71065540	inf	5.07411288493241e-05	0.00420768700789487
chr2	71117721	71117920	200	8.22;6.88	2.73;0.00;1.09	7.55	1.27	NA	NA	Up	2.57	4.49234724207175e-05	0.00428189077566941	71117721	71117920	2.57	4.49234724207175e-05	0.00386013047166831
chr2	71166221	71166440	220	8.22;4.13	0.00;0.59;0.00	6.18	0.20	NA	NA	Up	4.98	5.11503849740793e-05	0.00467518890046071	71166221	71166420	4.98	5.11503849740793e-05	0.0042329063838088
chr2	71187881	71188280	400	19.97;22.03	6.37;2.35;5.45	21.00	4.72	NA	NA	Up	2.15	3.48719573885586e-08	1.33085107080611e-05	71188041	71188240	3.15	8.94111353910228e-09	3.28662382984663e-06
chr2	71378841	71379120	280	0.00;0.00	8.19;8.80;9.81	0.00	8.94	NA	NA	Down	-inf	1.0717078048601e-05	0.00135969465615366	71378861	71379060	-inf	2.37345069825214e-05	0.00227716369148008
chr2	71664761	71665220	460	35.24;30.28	5.46;2.35;0.00	32.76	2.60	NA	NA	Up	3.65	1.69791276030223e-09	5.31346665978693e-06	71664881	71665080	4.21	1.36705861330991e-09	2.83803612550697e-06
chr2	71766001	71766200	200	7.05;2.75	0.00;0.00;0.00	4.90	0.00	NA	NA	Up	inf	5.40321669319253e-05	0.00480845607688322	71766001	71766200	inf	5.40321669319253e-05	0.00436601583883218
chr2	71829361	71829740	380	11.75;19.27	2.73;1.17;1.09	15.51	1.66	NA	NA	Up	3.22	6.02713023416235e-08	1.92745237544313e-05	71829381	71829580	3.97	4.07934688884551e-08	9.96016755595234e-06
chr2	71830961	71831360	400	10.57;23.40	3.64;1.76;3.27	16.99	2.89	NA	NA	Up	2.55	1.40889463195532e-07	3.55340075957716e-05	71831021	71831220	2.85	9.43111355609708e-08	2.02405981017987e-05
chr2	71899261	71899580	320	18.79;20.65	4.55;8.22;6.54	19.72	6.44	NA	NA	Up	1.62	5.73722405187653e-05	0.00502799883572411	71899321	71899520	1.75	1.40567025456848e-05	0.00147028133383278
chr2	72332001	72332300	300	14.09;12.39	2.73;1.17;5.45	13.24	3.12	NA	NA	Up	2.09	8.55725721605234e-06	0.00113820206378832	72332041	72332240	2.58	4.85518163654474e-06	0.000606480514490076
chr2	72374641	72374840	200	4.70;8.26	0.00;1.17;0.00	6.48	0.39	NA	NA	Up	4.05	8.70536301821874e-05	0.00676894211293113	72374641	72374840	4.05	8.70536301821874e-05	0.00634255637951017
chr2	72595041	72595320	280	16.44;15.14	37.32;44.01;33.79	15.79	38.37	NA	NA	Down	-1.28	7.00182318987785e-05	0.00584195746214632	72595041	72595240	-1.45	3.84494401353438e-05	0.00340216385101448
chr2	73404581	73404900	320	135.07;141.79	69.18;76.29;97.01	138.43	80.83	NA	NA	Up	0.78	1.52186973079002e-05	0.00180323899614536	73404641	73404840	0.88	5.22908597621037e-07	8.89210870759397e-05
chr2	73445861	73446280	420	15.27;13.77	0.00;0.59;2.18	14.52	0.92	NA	NA	Up	3.98	6.4279189579546e-09	5.34946367652056e-06	73445921	73446120	3.77	7.5163026425479e-09	3.02457053675153e-06
chr2	73519201	73519420	220	7.05;9.64	0.00;1.17;1.09	8.34	0.75	NA	NA	Up	3.47	4.48698313722429e-06	0.00065998137208837	73519201	73519400	3.47	4.48698313722429e-06	0.000574677018229831
chr2	73973341	73973680	340	18.79;12.39	4.55;3.52;2.18	15.59	3.42	NA	NA	Up	2.19	6.09125675769088e-06	0.000852907910648001	73973361	73973560	2.31	4.50486406856311e-06	0.000574888450031184
chr2	74208361	74208580	220	7.05;6.88	0.91;0.59;1.09	6.97	0.86	NA	NA	Up	3.01	0.000143610393122606	0.0106411236238698	74208381	74208580	2.86	8.4470686191923e-05	0.00617401522221992
chr2	74212381	74212660	280	5.87;8.26	0.00;0.00;3.27	7.07	1.09	NA	NA	Up	2.70	0.000153696670408374	0.0113663040059931	74212381	74212580	4.13	3.63352582882695e-05	0.00326395690488524
chr2	74222941	74223280	340	31.71;30.28	8.19;16.43;8.72	31.00	11.11	NA	NA	Up	1.48	2.70404720465391e-05	0.00286146570168457	74223021	74223220	1.85	3.68908759510327e-08	9.17552277021396e-06
chr2	74229681	74230020	340	5.87;9.64	0.00;0.00;0.00	7.75	0.00	NA	NA	Up	inf	5.53546992078042e-07	0.000110830174547823	74229721	74229920	inf	5.72187966306377e-06	0.000694088108266752
chr2	74347121	74347660	540	66.95;46.80	0.00;1.17;1.09	56.88	0.75	NA	NA	Up	6.24	1.32901011284456e-06	0.000236099421824636	74347221	74347420	inf	1.50229226553975e-09	2.83803612550697e-06
chr2	74355401	74355760	360	36.41;24.78	2.73;2.35;17.44	30.59	7.51	NA	NA	Up	2.03	0.000327926576596072	0.0238544412919678	74355541	74355740	2.46	6.38716508911027e-08	1.44390915591087e-05
chr2	74366041	74366520	480	74.00;81.22	15.47;18.19;27.25	77.61	20.31	NA	NA	Up	1.93	2.88036951448695e-08	1.15469142528125e-05	74366261	74366460	2.11	1.07370437075742e-09	2.83803612550697e-06
chr2	74454821	74455180	360	10.57;12.39	0.91;0.00;5.45	11.48	2.12	NA	NA	Up	2.44	4.48296855277067e-05	0.00428189077566941	74454941	74455140	2.44	8.54427712267255e-06	0.00099158838242444
chr2	74641941	74642340	400	16.44;15.14	0.91;1.17;0.00	15.79	0.69	NA	NA	Up	4.51	5.45487828823031e-09	5.31346665978693e-06	74642081	74642280	5.08	4.34920366984929e-09	2.83803612550697e-06
chr2	74730261	74730480	220	27.01;17.90	6.37;6.46;10.90	22.45	7.91	NA	NA	Up	1.51	2.27715750535937e-05	0.00250796920743809	74730261	74730460	1.56	1.20893241261348e-05	0.00129477203787587
chr2	74734281	74734620	340	37.59;33.04	14.56;11.74;21.80	35.31	16.03	NA	NA	Up	1.14	7.5978238817153e-05	0.00621677104710522	74734281	74734480	1.41	1.97158400928209e-06	0.000285130339773798
chr2	74775921	74776260	340	8.22;9.64	0.91;0.59;1.09	8.93	0.86	NA	NA	Up	3.37	8.63590301067275e-06	0.00114409849341086	74775961	74776160	3.26	4.48708498034096e-06	0.000574677018229831
chr2	75113961	75114400	440	35.24;31.66	5.46;5.28;4.36	33.45	5.03	NA	NA	Up	2.73	2.49726180091955e-09	5.31346665978693e-06	75114121	75114320	3.27	1.55224439542253e-09	2.83803612550697e-06
chr2	75147241	75147480	240	16.44;17.90	5.46;2.93;4.36	17.17	4.25	NA	NA	Up	2.01	2.0491606030539e-06	0.000339841767290191	75147241	75147440	2.02	1.69529976977466e-06	0.000247565297768269
chr2	75426541	75427100	560	52.85;38.54	1.82;1.17;1.09	45.70	1.36	NA	NA	Up	5.07	6.6754112999597e-07	0.000130556498032818	75426841	75427040	4.98	3.09615593060285e-09	2.83803612550697e-06
chr2	75620541	75620780	240	16.44;12.39	4.55;2.93;5.45	14.42	4.31	NA	NA	Up	1.74	6.99472429111304e-05	0.00584006822855561	75620581	75620780	1.86	2.2924452353128e-05	0.00221796165152738
chr2	75787161	75787500	340	19.97;34.41	8.19;11.74;2.18	27.19	7.37	NA	NA	Up	1.88	8.50842615826778e-05	0.00664619718601726	75787301	75787500	2.60	2.53039982302e-06	0.000357655453524997
chr2	75825041	75825420	380	18.79;23.40	6.37;8.22;2.18	21.10	5.59	NA	NA	Up	1.92	2.9644666238183e-06	0.000464703291055533	75825181	75825380	2.91	3.29875799260085e-08	8.34798565249227e-06
chr2	75833361	75833660	300	9.40;9.64	1.82;0.00;2.18	9.52	1.33	NA	NA	Up	2.84	2.71640810922504e-06	0.000430806755875915	75833361	75833560	3.43	1.38646964939886e-05	0.00145290472081803
chr2	75943541	75943740	200	11.75;6.88	0.91;1.17;2.18	9.31	1.42	NA	NA	Up	2.71	9.46832306411379e-06	0.00123671744780685	75943541	75943740	2.71	9.46832306411379e-06	0.0010807947693254
chr2	76061821	76062180	360	17.62;17.90	4.55;2.35;6.54	17.76	4.48	NA	NA	Up	1.99	7.95009200469687e-07	0.000151767864536497	76061861	76062060	2.59	2.56012125539739e-08	6.87581217728744e-06
chr2	76123921	76124320	400	52.85;50.93	18.21;20.54;22.89	51.89	20.54	NA	NA	Up	1.34	1.23589233855094e-07	3.22574004420412e-05	76124041	76124240	1.54	2.51124059801501e-08	6.77504968410538e-06
chr2	76221921	76222120	200	10.57;13.77	0.00;1.76;5.45	12.17	2.40	NA	NA	Up	2.34	4.64270864253498e-05	0.0044108628887182	76221921	76222120	2.34	4.64270864253498e-05	0.00398063747620914
chr2	76277441	76277700	260	21.14;17.90	3.64;1.76;9.81	19.52	5.07	NA	NA	Up	1.94	9.0124781863745e-06	0.00118837229971093	76277501	76277700	2.32	1.56343510778336e-06	0.00023036858597594
chr2	76307321	76307700	380	14.09;15.14	2.73;0.59;3.27	14.62	2.20	NA	NA	Up	2.73	2.87479447387922e-08	1.15325195691366e-05	76307381	76307580	3.02	1.48189930650778e-07	2.9910294699644e-05
chr2	76508681	76509000	320	10.57;9.64	0.91;1.76;2.18	10.10	1.62	NA	NA	Up	2.64	1.22411390356633e-05	0.00151242297733481	76508801	76509000	5.13	1.20698824099969e-05	0.00129351972121409
chr2	76644121	76644340	220	5.87;6.88	0.91;0.59;1.09	6.38	0.86	NA	NA	Up	2.89	8.44722416186339e-05	0.00660323632746257	76644121	76644320	2.89	8.44722416186339e-05	0.00617401522221992
chr2	76826801	76827080	280	39.93;34.41	7.28;10.56;21.80	37.17	13.21	NA	NA	Up	1.49	6.76673460761455e-05	0.00568777345626324	76826841	76827040	1.91	1.18162890042646e-08	3.88135499062605e-06
chr2	77170321	77170700	380	19.97;12.39	2.73;2.35;2.18	16.18	2.42	NA	NA	Up	2.74	1.45378655708236e-07	3.64615107025431e-05	77170441	77170640	3.38	3.80653906837777e-08	9.44672586107777e-06
chr2	77180841	77181220	380	62.25;45.43	18.21;6.46;30.52	53.84	18.39	NA	NA	Up	1.55	0.00019654275109881	0.0144315390428605	77180861	77181060	2.00	8.1856954245444e-08	1.79013068885267e-05
chr2	77331641	77332020	380	15.27;12.39	2.73;0.00;5.45	13.83	2.73	NA	NA	Up	2.34	2.35255116773902e-07	5.40060540430844e-05	77331741	77331940	3.10	3.47427372870724e-08	8.70874597690369e-06
chr2	77524161	77524540	380	9.40;12.39	0.91;0.59;1.09	10.89	0.86	NA	NA	Up	3.66	4.29075385397212e-08	1.52904528226006e-05	77524221	77524420	4.09	1.23879929517405e-06	0.000190400460245646
chr2	77635161	77635500	340	7.05;12.39	0.00;1.17;0.00	9.72	0.39	NA	NA	Up	4.63	2.13946372019823e-06	0.000352604894053929	77635241	77635440	inf	1.83171204756702e-07	3.59138288428898e-05
chr2	77662001	77662420	420	38.76;37.17	1.82;2.35;14.17	37.96	6.11	NA	NA	Up	2.63	4.99481852168987e-10	5.31346665978693e-06	77662061	77662260	2.86	9.32713823468379e-10	2.83803612550697e-06
chr2	77962861	77963100	240	7.05;5.51	0.91;0.59;0.00	6.28	0.50	NA	NA	Up	3.65	6.52956483178293e-05	0.00553168596158744	77962861	77963060	3.65	6.52956483178293e-05	0.0050362827204227
